model,start_epoch_time,end_epoch_time,epoch,train_loss,val_loss
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:21,2025-06-23 15:53:21,3,0.012331704249940179,0.03424983961685073
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:22,2025-06-23 15:53:22,4,0.01093100726953499,0.03181914368733054
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:23,2025-06-23 15:53:23,5,0.007063029437481533,0.01832503004975262
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:24,2025-06-23 15:53:24,6,0.00435241076052748,0.012029945539931456
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:25,2025-06-23 15:53:25,7,0.003437709663258148,0.009113213069559563
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:26,2025-06-23 15:53:27,8,0.0031128671795537023,0.007918537231273063
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:28,2025-06-23 15:53:28,9,0.002927988899321342,0.0073413677247507235
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:29,2025-06-23 15:53:29,10,0.002872231703582904,0.007025856533021267
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:30,2025-06-23 15:53:30,11,0.002782569591326916,0.0067101773761567615
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:31,2025-06-23 15:53:31,12,0.002792524431565506,0.006727940754942773
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:32,2025-06-23 15:53:32,13,0.0027360760494269678,0.006741431148146235
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:33,2025-06-23 15:53:33,14,0.0027465716329416576,0.006535903902702211
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:34,2025-06-23 15:53:34,15,0.002714056061886628,0.006506833275558338
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:36,2025-06-23 15:53:36,16,0.00270216193776803,0.006597810555138581
models/powernet_lstm64_mlp132_mlp216_final64_dropout0.3_lr0.0005.pt,2025-06-23 15:53:37,2025-06-23 15:53:37,17,0.002701310055193952,0.006474944280593523
